char_level_accuracy,epoch,morpheme_f1_full,morpheme_f1_root,morpheme_precision_full,morpheme_precision_root,morpheme_recall_full,morpheme_recall_root,step,train/loss_epoch,word_accuracy
0.030136985704302788,0,0.800000011920929,1.0,0.800000011920929,1.0,0.800000011920929,1.0,0,,0.0
,0,,,,,,,0,10.381221771240234,
